trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
236,False,"{'a': 0.5, 'e': 0.09330521652106873}",35,20,17.94806189519792,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.09237216435585804}",25,0,35.49017900771363,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.09144844271229946}",30,6,-7.456039364969461,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 1}",1
239,False,"{'a': 0.5, 'e': 0.09053395828517646}",25,0,31.903732424658063,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
240,False,"{'a': 0.5, 'e': 0.08962861870232469}",20,3,-15.980710768489425,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
241,False,"{'a': 0.5, 'e': 0.08873233251530144}",30,13,26.40755123214553,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.08784500919014843}",20,13,9.817792322459368,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.08696655909824694}",20,0,15.642388431556432,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
244,False,"{'a': 0.5, 'e': 0.08609689350726446}",30,18,9.305117597180658,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.08523592457219181}",20,12,15.531158010768653,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.0843835653264699}",20,6,22.3153089284148,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.0835397296732052}",25,11,23.75863648326721,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.08270433237647315}",30,14,11.40896291804299,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.08187728905270841}",20,12,14.137344650784549,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.08105851616218133}",20,15,-34.64563763791696,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
251,False,"{'a': 0.5, 'e': 0.08024793100055952}",30,0,36.30019308300495,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
252,False,"{'a': 0.5, 'e': 0.07944545169055392}",25,13,-0.7755239886190506,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.07865099717364837}",30,11,28.53168271527265,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.07786448720191189}",25,13,20.178680127499423,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.07708584232989277}",25,17,15.528290339609354,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.07631498390659384}",25,15,-21.26552752275994,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
257,False,"{'a': 0.5, 'e': 0.07555183406752791}",25,10,25.39443665137698,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.07479631572685264}",20,0,30.836872809405634,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
259,False,"{'a': 0.5, 'e': 0.07404835256958411}",25,14,-22.44287296410632,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
260,False,"{'a': 0.5, 'e': 0.07330786904388827}",20,9,17.526305480277077,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.07257479035344938}",25,19,13.291251307793086,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.07184904244991488}",20,6,0.08842418149764852,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.07113055202541574}",20,0,34.30971422914242,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
264,False,"{'a': 0.5, 'e': 0.07041924650516158}",20,3,14.399267325437908,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.06971505404010997}",20,5,-18.208127307262757,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
266,False,"{'a': 0.5, 'e': 0.06901790349970886}",20,0,22.023240392347635,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
267,False,"{'a': 0.5, 'e': 0.06832772446471178}",35,20,11.031315052636547,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.06764444722006466}",25,13,-30.645003705199912,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
269,False,"{'a': 0.5, 'e': 0.066968002747864}",25,7,28.99883322360709,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.06629832272038537}",25,12,20.073526328223913,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.06563533949318151}",25,13,19.56449092805576,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.06497898609824969}",25,11,25.67725158201803,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.0643291962372672}",20,7,23.20316330962717,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.06368590427489453}",25,12,25.48530866808261,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.06304904523214558}",20,5,3.984206078745377,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.06241855477982412}",20,6,27.18403851177957,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.06179436923202588}",20,0,33.31732072235401,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
278,False,"{'a': 0.5, 'e': 0.06117642553970562}",20,14,12.353499292698682,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.06056466128430856}",25,13,21.298416642962877,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.05995901467146548}",25,7,33.07315060608913,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.05935942452475082}",25,15,10.976632341507116,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.058765830279503314}",20,11,15.511931831972564,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.05817817197670828}",20,0,22.919837399917096,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
284,False,"{'a': 0.5, 'e': 0.057596390256941195}",20,0,6.820657560853583,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
285,False,"{'a': 0.5, 'e': 0.05702042635437178}",25,0,-18.877315587608585,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
286,False,"{'a': 0.5, 'e': 0.05645022209082806}",20,0,20.237967316521935,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
287,False,"{'a': 0.5, 'e': 0.05588571986991978}",20,3,11.639420052564377,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.055326862671220584}",25,10,-14.90951940970917,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
289,False,"{'a': 0.5, 'e': 0.05477359404450838}",20,10,-15.678559806635246,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.054225858104063294}",25,7,18.01919752368694,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.05368359952302266}",25,19,13.636994467893203,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.053146763527792434}",20,6,0.716937900189432,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.052615295892514506}",20,8,18.99402281302511,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.052089142933589364}",25,11,23.604981483635434,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.05156825150425347}",25,8,-26.787353587191973,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
296,False,"{'a': 0.5, 'e': 0.051052568989210935}",25,20,8.702643266447883,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.05054204329931883}",20,3,31.105273924966585,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.05003662286632564}",25,18,13.37287567506135,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.04953625663766238}",20,10,-23.68369058930299,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1,True,"{'a': 0, 'e': 0}",20,7,23.427055345108787,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,19,10.036948639340757,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,11,22.34620500928583,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,0,45.32300734876316,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,11,18.818001201034132,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,3,37.50465273166061,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,17,15.753137526340751,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,8,27.087509702342956,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",30,15,27.699063954186673,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,11,24.986879847765938,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
